State,Account length,Area code,International plan,Voice mail plan,Number vmail messages,Total day minutes,Total day calls,Total day charge,Total eve minutes,Total eve calls,Total eve charge,Total night minutes,Total night calls,Total night charge,Total intl minutes,Total intl calls,Total intl charge,Customer service calls,Churn
CA,81,415,No,No,21,295.3372101536015,97,44.30058152304023,155.7655153856892,121,15.576551538568921,184.33265221144137,110,14.74661217691531,6.605437013165572,6,1.3210874026331145,5,True
CA,78,415,Yes,No,11,340.0419461821864,126,51.00629192732796,318.2772106910569,108,31.827721069105692,306.8809234884543,102,24.550473879076346,16.71048956257443,4,3.342097912514886,9,True
GA,98,408,Yes,No,44,290.8947672166431,97,43.63421508249647,297.3730746060131,101,29.737307460601315,100.14948470869882,67,8.011958776695906,18.652941862170444,2,3.730588372434089,4,False
MI,79,510,No,No,2,313.8017462545925,98,47.07026193818887,287.0402065969214,96,28.70402065969214,176.95478750652978,92,14.156383000522382,10.742500921526528,9,2.1485001843053055,1,False
NY,193,408,Yes,No,21,250.76607654262912,113,37.614911481394365,240.313919518731,56,24.031391951873104,160.2913035769405,84,12.82330428615524,14.459529424746208,3,2.891905884949242,9,False
TX,68,408,Yes,No,43,308.85195771053145,110,46.327793656579715,161.56104024265002,60,16.156104024265,158.39184026715276,112,12.671347221372221,11.452140981452395,7,2.290428196290479,9,False
NY,67,415,No,Yes,1,296.1052145008544,78,44.41578217512816,205.8869789979741,110,20.58869789979741,117.04665494136567,147,9.363732395309254,11.566475824821927,8,2.3132951649643854,6,True
TX,50,408,Yes,No,23,194.24638548157003,88,29.1369578222355,298.3926636347004,117,29.839266363470042,146.78106760262543,127,11.742485408210035,9.6555633366218,2,1.93111266732436,1,False
OH,127,408,Yes,No,33,237.99757553018028,137,35.69963632952704,107.94462108933111,74,10.79446210893311,238.88739247140498,53,19.1109913977124,16.431944306754872,6,3.2863888613509746,0,False
CA,164,415,No,Yes,26,301.1882804974237,75,45.17824207461356,295.5126923159396,61,29.551269231593963,172.84026820943612,142,13.82722145675489,19.042648462497578,8,3.8085296924995156,6,False
MI,162,408,No,No,40,111.5141835474891,66,16.727127532123365,160.01768512189162,75,16.001768512189162,204.348695582287,90,16.347895646582963,19.11126288851692,7,3.822252577703384,4,True
GA,163,415,No,Yes,0,302.0198205889575,120,45.30297308834362,136.07730018040075,61,13.607730018040076,194.21672008679712,94,15.53733760694377,7.6217192731240075,3,1.5243438546248016,0,False
MI,112,415,Yes,Yes,7,144.47203101225585,62,21.670804651838377,128.92532954507556,92,12.892532954507557,318.97623124997364,99,25.51809849999789,18.12115474484849,1,3.624230948969698,3,False
MI,181,415,No,No,22,228.67090428035974,118,34.30063564205396,106.81250298770378,100,10.68125029877038,326.32474975262886,128,26.10597998021031,16.06147162140683,6,3.212294324281366,3,True
MI,178,415,Yes,Yes,37,302.06885988898443,75,45.31032898334767,230.89662130536323,86,23.089662130536325,223.23924291396503,77,17.859139433117203,8.792561010354339,8,1.758512202070868,9,True
NY,57,408,No,No,5,163.4552695391737,98,24.518290430876057,154.56496817343236,95,15.456496817343236,182.5389875789011,91,14.603119006312088,6.0092691938227185,6,1.2018538387645439,6,False
TX,104,415,Yes,Yes,21,161.45185982653825,116,24.21777897398074,347.35794144490785,102,34.73579414449079,126.70017600059091,129,10.136014080047273,9.019959003265669,5,1.803991800653134,8,False
NC,152,415,No,Yes,24,200.69109961556296,56,30.103664942334444,243.60918896805146,137,24.360918896805146,338.3507198455237,125,27.0680575876419,18.683123551722886,8,3.7366247103445773,1,True
OH,180,408,No,Yes,17,323.66069939440865,107,48.549104909161294,134.4713173390026,129,13.447131733900262,115.05673622507436,118,9.204538898005948,14.497680123436584,2,2.899536024687317,0,False
FL,81,408,No,No,16,100.11069535930197,98,15.016604303895296,272.19063520284135,62,27.219063520284138,174.4125693920701,147,13.953005551365608,15.815819913468077,1,3.1631639826936158,1,True
MI,59,510,No,No,11,325.34577416048376,102,48.80186612407256,324.4358916274313,138,32.44358916274313,174.51655029250105,50,13.961324023400085,8.857285266636438,1,1.7714570533272878,6,False
IL,159,408,Yes,Yes,5,138.45175616040194,114,20.76776342406029,286.2948738424036,103,28.629487384240363,180.10032153505372,88,14.408025722804298,15.790822333622303,4,3.158164466724461,9,False
NY,173,408,No,Yes,25,347.5215940168705,111,52.12823910253057,119.10996525986192,106,11.910996525986192,141.0717108181023,145,11.285736865448184,5.421822594168856,6,1.0843645188337712,5,False
GA,136,510,No,No,26,338.711748259617,66,50.806762238942554,323.9710452981649,53,32.39710452981649,295.79035773092426,139,23.66322861847394,10.629820186595207,9,2.1259640373190414,3,False
FL,104,408,Yes,No,7,223.6687973978208,92,33.55031960967312,298.4823464649912,124,29.848234646499122,130.6244654914973,66,10.449957239319783,14.401300228134968,1,2.8802600456269936,0,False
NC,81,408,No,Yes,18,228.18006195315704,74,34.227009292973555,139.5759750264036,145,13.957597502640361,258.7266647882907,140,20.698133183063256,7.191448483119803,1,1.4382896966239607,0,True
IL,184,408,Yes,Yes,41,220.38733506896358,52,33.05810026034454,112.94647218320422,98,11.294647218320423,130.96150667645435,137,10.476920534116347,17.34505361670402,5,3.4690107233408045,4,True
NC,142,408,No,No,0,258.86091141488066,128,38.8291367122321,239.32764382857712,56,23.932764382857712,117.63390939823914,84,9.410712751859132,8.52546948217878,5,1.705093896435756,0,False
FL,57,510,No,No,28,122.68042555873276,78,18.402063833809915,139.00895283499423,60,13.900895283499423,327.35737592146916,95,26.188590073717535,14.784216692276694,5,2.956843338455339,6,False
MI,114,408,No,No,44,108.15448708539162,81,16.223173062808744,308.647738148818,141,30.8647738148818,147.5321915796764,91,11.802575326374113,11.077957138629944,6,2.215591427725989,0,False
IL,106,408,Yes,No,48,114.42573210397471,75,17.163859815596204,189.58366416791844,103,18.958366416791844,305.31253863992606,88,24.425003091194085,13.940653932164707,8,2.7881307864329417,0,True
NC,116,510,No,No,34,211.0913373103786,65,31.66370059655679,328.2231111841438,136,32.82231111841438,236.15771777678395,139,18.892617422142717,6.611758289433622,3,1.3223516578867245,1,True
GA,121,415,No,Yes,39,168.88698480487085,74,25.333047720730626,241.42204303525145,94,24.142204303525148,119.4641299021924,98,9.557130392175392,5.2536919988241095,9,1.0507383997648219,9,True
TX,103,510,No,No,13,255.50989059274843,103,38.32648358891226,145.66809605991705,72,14.566809605991706,338.8620478595169,111,27.108963828761354,18.64346641070452,1,3.7286932821409042,2,True
CA,116,415,Yes,Yes,34,348.11057234369474,77,52.21658585155421,134.89971683995003,77,13.489971683995003,161.74029174797312,87,12.93922333983785,9.044450131507741,4,1.8088900263015484,0,True
TX,100,510,Yes,No,47,196.5807932691165,122,29.487118990367474,244.11810938943847,106,24.411810938943848,314.9113363381516,72,25.19290690705213,17.295155041706884,9,3.459031008341377,8,True
FL,146,510,No,Yes,44,243.46031352612835,105,36.51904702891925,290.470902965611,75,29.0470902965611,142.20250144614104,71,11.376200115691283,19.990254507083,8,3.9980509014166006,9,True
NY,141,408,Yes,No,19,203.90097397683388,114,30.58514609652508,295.37641193554555,74,29.537641193554556,313.4857205354632,53,25.078857642837058,8.171468869983666,9,1.6342937739967334,7,True
CA,57,415,No,No,48,311.81791693046483,142,46.77268753956972,168.93935111032033,103,16.893935111032032,103.3072032263235,98,8.26457625810588,8.977561117750334,1,1.795512223550067,4,False
OH,84,408,No,Yes,12,325.5591008655595,135,48.833865129833924,151.06168972804187,78,15.106168972804188,227.9451141423702,108,18.235609131389616,14.942896814519985,9,2.988579362903997,1,True
GA,145,415,No,Yes,37,319.338903051315,129,47.90083545769725,104.1890761230956,132,10.41890761230956,292.3606448553892,122,23.388851588431134,19.48172951900932,3,3.896345903801864,4,True
OH,137,510,No,No,48,343.5930596698144,90,51.53895895047216,269.79978780029234,146,26.979978780029235,333.69887937319584,117,26.695910349855666,18.73721522286116,9,3.747443044572232,5,True
IL,127,510,No,No,45,106.87979628510382,100,16.031969442765572,119.14206460838474,85,11.914206460838475,327.30053405162175,120,26.18404272412974,12.543132800983773,1,2.508626560196755,0,True
CA,81,415,No,No,48,309.95404053638276,120,46.493106080457416,205.19030044148144,63,20.519030044148145,304.90621738691124,136,24.3924973909529,16.92665423790087,1,3.385330847580174,3,False
OH,169,408,No,No,7,287.9430432597733,127,43.19145648896599,250.42054100457403,127,25.042054100457406,322.04783741532606,51,25.763826993226086,7.036187796498516,9,1.4072375592997033,8,True
OH,95,408,Yes,No,42,157.1736023500912,78,23.576040352513676,334.27723622991925,84,33.42772362299193,149.8049214592691,98,11.984393716741529,19.661572763060185,6,3.9323145526120373,1,False
NC,193,408,Yes,Yes,19,339.0800233468819,132,50.86200350203228,177.95053423894217,79,17.795053423894217,171.04607392793218,137,13.683685914234575,19.465298510539796,4,3.8930597021079594,4,False
TX,191,408,Yes,Yes,32,137.04448205748636,68,20.556672308622954,162.44304061162995,141,16.244304061162996,172.24213123026465,144,13.779370498421173,7.455934368187565,7,1.4911868736375131,0,False
NC,104,510,Yes,No,25,269.8874817834771,115,40.48312226752156,263.54003857152463,66,26.354003857152463,194.2634827504247,80,15.541078620033977,9.491346872046599,5,1.8982693744093198,3,True
CA,56,510,Yes,Yes,38,156.22255420397812,90,23.433383130596717,254.80975801339542,116,25.480975801339543,198.33016759629717,89,15.866413407703774,6.502324962601504,7,1.300464992520301,3,True
CA,123,510,Yes,Yes,20,207.84516219351866,94,31.176774329027797,183.02744582703116,129,18.302744582703117,236.13883116366887,97,18.89110649309351,9.075763983472696,8,1.815152796694539,5,True
FL,56,510,Yes,Yes,48,279.78997423614226,64,41.96849613542134,332.0254588774466,79,33.20254588774466,139.96994084161034,100,11.197595267328827,17.239336841228102,8,3.4478673682456207,9,False
NC,134,510,No,No,41,240.83116050826166,52,36.124674076239245,311.21558187240817,142,31.12155818724082,272.8116659464973,92,21.824933275719786,10.674734107478892,1,2.1349468214957787,8,False
PA,196,408,No,Yes,42,206.8754578320279,60,31.031318674804183,155.9956364662703,94,15.59956364662703,141.89163482612662,147,11.351330786090129,6.325954507201375,8,1.2651909014402751,2,False
TX,161,408,No,No,40,181.5846077329968,102,27.23769115994952,159.7856363586308,128,15.97856363586308,177.57712052613687,104,14.20616964209095,10.133382871683569,6,2.026676574336714,8,False
CA,174,408,No,Yes,8,309.9149139271976,95,46.487237089079635,228.07508672177016,138,22.80750867217702,225.8362826515385,137,18.06690261212308,19.720750013619202,4,3.9441500027238408,5,True
FL,196,408,Yes,No,23,135.95358757870343,79,20.393038136805515,293.3930254326801,100,29.33930254326801,299.1101403808693,98,23.928811230469545,14.445253928888043,8,2.889050785777609,6,True
NC,85,510,Yes,Yes,36,207.52571913245004,106,31.128857869867502,111.0100948471161,96,11.10100948471161,284.8673083096818,139,22.789384664774545,11.242414196092366,3,2.248482839218473,9,True
TX,78,510,No,No,48,325.93939294378555,67,48.89090894156783,273.33378843367666,102,27.33337884336767,261.3835891026306,129,20.910687128210448,7.4980777024590495,4,1.49961554049181,1,False
NC,131,510,No,No,40,311.46238761499194,100,46.71935814224879,262.05897434552423,113,26.205897434552426,138.94331514504253,106,11.115465211603404,19.792651959255423,6,3.9585303918510846,9,False
OH,51,415,Yes,Yes,16,200.2354406182617,97,30.03531609273925,157.87002397824705,87,15.787002397824706,236.76133640389443,126,18.940906912311554,17.312735138946934,7,3.462547027789387,5,True
FL,178,408,No,No,23,290.77709090032704,115,43.616563635049054,270.3382533103372,113,27.033825331033725,121.86162544997136,64,9.74893003599771,9.22215953676379,4,1.8444319073527582,5,True
TX,96,408,No,No,20,305.7902076772148,145,45.868531151582225,335.0457978130206,136,33.50457978130206,194.3407941991627,76,15.547263535933016,6.051030435817841,4,1.2102060871635683,1,False
MI,197,510,No,No,38,322.22185600090745,57,48.333278400136116,111.69646124294214,138,11.169646124294214,203.3791325724898,117,16.270330605799185,5.849383360663371,7,1.169876672132674,1,True
IL,60,408,No,No,40,236.126442262307,71,35.41896633934605,179.91301382301563,56,17.991301382301565,109.95285986143845,129,8.796228788915077,6.805672242583007,6,1.3611344485166015,1,True
IL,179,408,Yes,No,38,151.11522151367797,55,22.667283227051694,209.54417916658883,71,20.954417916658883,168.49702486749294,113,13.479761989399435,13.711528754216324,8,2.742305750843265,9,False
TX,168,510,No,No,12,163.82726912598292,125,24.574090368897437,324.8150897311724,130,32.48150897311724,338.91236681662235,143,27.11298934532979,18.931451318082388,1,3.7862902636164777,0,False
NC,189,415,No,No,10,173.92366851040106,106,26.08855027656016,340.5653616522892,131,34.05653616522892,338.4081519574224,79,27.07265215659379,12.451151420089767,7,2.4902302840179535,4,False
FL,69,415,Yes,No,45,248.45062020240388,85,37.26759303036058,211.02881162408306,90,21.10288116240831,188.0817635631348,85,15.046541085050785,17.64418223684296,7,3.528836447368592,7,True
IL,54,415,Yes,Yes,18,108.20240603215211,128,16.230360904822817,287.5071030355478,123,28.750710303554783,110.77502723708102,116,8.862002178966481,11.688299297897117,7,2.3376598595794236,1,False
FL,86,510,No,Yes,10,259.01061719499205,141,38.85159257924881,232.91525594112073,59,23.291525594112073,144.7737348320454,135,11.581898786563631,15.628753186517379,7,3.125750637303476,4,True
IL,186,408,Yes,No,12,191.08855960705802,106,28.6632839410587,234.44573368534412,106,23.444573368534414,198.05444835838503,135,15.844355868670803,15.978091059297512,8,3.1956182118595025,7,True
OH,102,510,No,No,45,173.81045062241054,98,26.071567593361582,169.5248787665891,56,16.95248787665891,336.94492449230745,98,26.955593959384597,7.60945558855008,9,1.521891117710016,9,False
NC,148,510,No,Yes,44,319.87414268203156,94,47.98112140230473,154.23906146596988,99,15.42390614659699,135.29976588429622,125,10.823981270743698,10.418240884637177,9,2.0836481769274355,4,True
OH,135,408,Yes,Yes,0,215.00059889519974,131,32.25008983427996,172.0013364810103,140,17.20013364810103,290.87896091705306,104,23.270316873364244,14.55953234807036,2,2.911906469614072,1,False
IL,157,415,No,Yes,39,123.76326138317319,115,18.564489207475976,239.08200181426983,101,23.908200181426984,127.17063484367301,134,10.173650787493841,6.060449122765492,7,1.2120898245530984,2,False
MI,73,415,No,No,43,306.68669200656177,126,46.00300380098427,107.28879650552224,82,10.728879650552225,345.3143943478192,105,27.625151547825535,10.423102816444349,7,2.08462056328887,5,True
MI,130,510,No,Yes,18,111.91031435912664,94,16.786547153868995,326.8122360891015,50,32.68122360891015,195.40412477728376,117,15.6323299821827,13.021991994217887,4,2.6043983988435775,4,True
OH,169,415,No,No,11,281.68730604204916,128,42.25309590630737,139.07092738744404,102,13.907092738744405,293.80863472476403,144,23.50469077798112,19.94336739566958,9,3.988673479133916,3,False
MI,108,510,Yes,No,7,293.47655544266627,69,44.02148331639994,155.02216921784662,109,15.502216921784663,185.64777070278296,93,14.851821656222638,12.118003439336611,8,2.4236006878673226,3,False
IL,177,510,Yes,Yes,7,188.15065148221453,113,28.22259772233218,229.56904411191158,83,22.95690441119116,256.9172192897022,80,20.553377543176175,17.240851356714856,1,3.4481702713429714,4,False
TX,163,408,No,No,44,306.1969640694467,142,45.929544610417004,277.52869158431986,53,27.752869158431988,148.00402118500918,107,11.840321694800734,11.481009275999266,2,2.2962018551998535,1,False
OH,164,408,Yes,No,11,228.91485146411335,142,34.337227719617005,123.93226368609933,66,12.393226368609934,136.50525482424064,136,10.92042038593925,16.945860839295634,2,3.389172167859127,8,False
NY,63,408,No,No,47,215.8234133181992,116,32.37351199772988,179.42367438679054,53,17.942367438679053,334.51603489203285,102,26.76128279136263,13.931222024301626,8,2.786244404860325,1,False
NC,58,510,No,No,32,111.35082036717314,132,16.70262305507597,342.16865139358924,92,34.21686513935892,329.41181947610835,133,26.352945558088667,18.298931622535974,1,3.659786324507195,9,True
MI,89,408,No,Yes,44,172.50729841222648,52,25.876094761833972,165.58574169523644,139,16.558574169523645,321.8672350532206,128,25.74937880425765,11.16413828525165,4,2.23282765705033,1,True
MI,74,415,No,Yes,25,332.752492721325,103,49.91287390819875,178.2625362657867,53,17.826253626578673,256.3583625416484,72,20.50866900333187,14.064566297322184,5,2.812913259464437,9,True
CA,152,415,No,No,38,197.955990820875,127,29.693398623131248,309.12462265450836,50,30.912462265450838,302.0670528040696,77,24.165364224325568,14.450280209282411,9,2.8900560418564822,8,True
PA,71,510,Yes,No,27,236.67513013919208,113,35.50126952087881,112.5536079226138,120,11.255360792261381,117.25923422784373,65,9.3807387382275,11.2607441270071,7,2.25214882540142,2,False
OH,53,510,No,Yes,4,233.00541974606296,89,34.95081296190944,216.1532922022427,143,21.61532922022427,183.69726047266977,86,14.695780837813581,7.164680655312223,8,1.4329361310624447,9,True
GA,78,408,Yes,No,7,247.60777245567334,108,37.141165868351,194.90419111291754,99,19.490419111291757,178.42578118928907,70,14.274062495143125,6.403391103685033,9,1.2806782207370067,6,True
MI,158,510,Yes,Yes,24,115.33273891082065,104,17.2999108366231,179.1466899771628,122,17.91466899771628,258.91133048815334,128,20.71290643905227,5.2500732589944965,7,1.0500146517988993,3,False
NC,147,510,No,No,26,190.54406369968206,111,28.58160955495231,171.42489851119115,110,17.142489851119116,188.98944336766013,66,15.11915546941281,18.10301396367822,5,3.620602792735644,5,True
NY,86,415,No,No,45,280.78206847063854,53,42.11731027059578,122.8435262151023,84,12.28435262151023,137.1266954109202,86,10.970135632873617,8.547123683580418,5,1.7094247367160837,3,False
MI,124,415,No,Yes,22,150.14006276824574,109,22.52100941523686,178.7064573379122,57,17.87064573379122,249.11676885338593,126,19.929341508270877,8.17260123922652,6,1.634520247845304,9,False
NY,119,408,No,Yes,29,150.89459438659011,124,22.634189157988516,110.76310067891714,73,11.076310067891715,303.59598016727034,68,24.287678413381627,16.040531006390985,5,3.208106201278197,6,False
IL,195,510,No,Yes,44,102.52265167225619,144,15.378397750838428,295.2409659111088,132,29.52409659111088,195.5308736149933,79,15.642469889199464,9.800241696310877,9,1.9600483392621755,0,False
IL,177,510,Yes,Yes,46,209.37048165205243,145,31.405572247807864,199.55694848950293,85,19.955694848950294,133.06717877462043,94,10.645374301969635,12.59067038617755,3,2.5181340772355103,2,False
PA,134,415,No,No,22,320.6835951683555,140,48.10253927525333,210.9759580799779,99,21.09759580799779,149.17204932820576,67,11.93376394625646,7.437665979461844,3,1.487533195892369,2,True
TX,91,510,No,Yes,48,112.97523589682726,79,16.94628538452409,323.3986466125329,92,32.339864661253294,159.370826292346,127,12.749666103387682,19.39618582192954,7,3.879237164385908,0,True
GA,149,415,Yes,No,46,147.77967737400064,51,22.166951606100096,264.5137459653052,76,26.45137459653052,174.97439824863406,111,13.997951859890724,17.77372100025856,7,3.5547442000517124,5,True
CA,90,408,Yes,Yes,19,177.52113458568877,111,26.628170187853314,102.01477583552995,81,10.201477583552995,260.69876762657725,85,20.85590141012618,17.95684434447505,6,3.5913688688950103,8,False
PA,83,415,No,Yes,17,282.9311841410532,98,42.43967762115798,335.79370574032123,127,33.579370574032126,250.23637113442976,149,20.01890969075438,11.101606228580078,3,2.2203212457160157,7,True
FL,66,510,Yes,No,17,260.1588982006466,58,39.023834730096986,159.2861164944278,67,15.92861164944278,274.0199653917598,133,21.921597231340783,16.43541820560759,7,3.287083641121518,6,True
CA,171,408,No,Yes,1,203.98597614546378,141,30.597896421819566,126.90354618996471,77,12.690354618996473,190.6254961328783,101,15.250039690630265,7.158142330846703,5,1.4316284661693406,9,True
OH,125,415,Yes,Yes,3,289.76723481459396,80,43.465085222189096,292.03204459522055,78,29.203204459522055,305.9994129699946,68,24.479953037599568,5.129285038876704,7,1.0258570077753408,7,True
NC,136,415,Yes,Yes,29,252.40775291422548,147,37.86116293713382,225.11932896667955,65,22.511932896667957,151.02191528894008,93,12.081753223115207,5.299593988670422,2,1.0599187977340845,5,False
FL,166,408,No,Yes,32,324.01019991430474,110,48.60152998714571,208.4426415045044,148,20.844264150450442,217.26018687953848,56,17.380814950363078,13.799026061068407,6,2.7598052122136814,8,True
FL,155,408,Yes,No,35,304.50668728467326,128,45.67600309270099,162.37576992068546,96,16.237576992068547,300.2346803853576,93,24.018774430828607,11.830923578719112,8,2.3661847157438225,2,False
PA,135,415,Yes,No,17,163.20340152230014,97,24.48051022834502,236.86787246557967,108,23.68678724655797,145.0396619331548,117,11.603172954652385,12.770230233627796,1,2.5540460467255595,9,False
TX,76,510,Yes,Yes,36,167.85964440855005,74,25.178946661282506,168.59615130064685,80,16.859615130064686,127.46577843519574,83,10.19726227481566,5.111947106258291,4,1.0223894212516582,9,True
PA,106,415,Yes,Yes,18,131.3391189480964,85,19.70086784221446,325.3957513217669,53,32.539575132176694,320.9209919219974,115,25.673679353759795,11.340299294861385,1,2.268059858972277,8,False
OH,80,408,Yes,Yes,46,184.24118142936413,57,27.63617721440462,153.8011199332982,86,15.38011199332982,185.73241568979898,118,14.85859325518392,15.771022418012912,1,3.1542044836025824,3,False
MI,183,415,Yes,No,27,349.8859796797736,122,52.48289695196603,321.0887876139384,66,32.10887876139384,270.967531227258,104,21.67740249818064,11.640405529511538,8,2.328081105902308,6,False
MI,147,408,No,No,39,201.43779215376526,107,30.21566882306479,239.85135643183924,88,23.985135643183924,106.33715106598461,59,8.50697208527877,15.983288094683333,7,3.196657618936667,8,False
TX,61,408,No,No,19,155.1221086722766,94,23.268316300841487,307.12203347381023,97,30.712203347381024,272.5117221023624,145,21.80093776818899,8.495284465952523,1,1.6990568931905046,1,False
OH,102,510,Yes,No,48,290.62072111888824,111,43.593108167833236,278.2114989652388,95,27.821149896523877,179.02532788674262,91,14.322026230939409,17.19713006722588,2,3.4394260134451766,1,False
TX,187,408,No,Yes,32,235.61775086566402,88,35.3426626298496,274.1737778591871,139,27.417377785918713,113.93521339686043,90,9.114817071748835,13.826468606801784,4,2.765293721360357,8,False
NY,194,408,No,Yes,11,137.40036238173815,145,20.610054357260722,181.08645192376395,97,18.108645192376397,252.45319038702925,126,20.19625523096234,8.161446491448594,1,1.6322892982897188,2,True
MI,171,510,No,Yes,14,195.17242029021645,107,29.275863043532468,158.47423286805088,88,15.847423286805089,160.20095401829332,118,12.816076321463466,8.550807137807494,3,1.710161427561499,8,True
FL,95,408,Yes,No,40,203.61742888483582,130,30.54261433272537,152.72155692019703,53,15.272155692019703,196.70181051296998,59,15.7361448410376,14.420456968543055,8,2.8840913937086112,4,False
GA,113,510,No,Yes,38,288.45742514230466,148,43.2686137713457,314.29791426489714,79,31.429791426489714,120.1452030716284,59,9.611616245730273,17.44909389818665,8,3.4898187796373303,5,False
NC,179,510,Yes,No,1,105.16784222297612,132,15.775176333446417,305.10670506475503,79,30.510670506475506,136.79081277373632,140,10.943265021898906,11.234416730437328,8,2.2468833460874658,1,True
OH,103,408,No,No,28,167.25491169957763,113,25.088236754936645,210.14338200307682,71,21.014338200307684,174.49430887396096,109,13.959544709916877,8.874506436913883,6,1.7749012873827767,7,True
CA,156,408,Yes,Yes,40,229.3990753288805,93,34.40986129933208,133.10115337411366,124,13.310115337411368,122.43987514003928,100,9.795190011203143,18.00517410365901,6,3.601034820731802,8,True
TX,100,415,Yes,Yes,9,167.21168561321082,78,25.081752841981622,195.5630629943646,115,19.55630629943646,327.7065661715788,70,26.216525293726306,15.039024376262523,5,3.007804875252505,1,True
NC,85,510,No,Yes,1,257.10851185474974,108,38.56627677821246,254.83586353422785,61,25.483586353422787,101.5117607959946,57,8.120940863679568,11.721282309246147,9,2.3442564618492296,5,False
CA,164,415,No,No,10,220.46686981865415,120,33.07003047279812,213.6007886199882,143,21.360078861998822,220.96505471607787,114,17.67720437728623,12.318502929189528,4,2.4637005858379055,5,False
NC,75,408,Yes,No,12,190.42756371489514,141,28.564134557234272,295.04731712074874,85,29.504731712074875,130.81186453313785,141,10.464949162651028,8.063847019045946,7,1.6127694038091893,7,True
GA,78,415,No,Yes,9,337.30215671762807,58,50.59532350764421,349.4057055628464,67,34.94057055628464,176.91977236948713,127,14.15358178955897,14.402039450972659,1,2.880407890194532,9,True
CA,198,510,No,Yes,13,258.03987479661436,141,38.70598121949215,147.78302211222422,139,14.778302211222423,331.51488995456634,134,26.521191196365308,10.38113765814333,9,2.0762275316286662,4,True
PA,60,415,No,No,17,132.4853430669853,55,19.872801460047796,214.9127049148931,102,21.491270491489313,140.42363831849673,79,11.233891065479739,19.93467765011524,7,3.9869355300230485,8,True
IL,89,510,Yes,Yes,8,240.02292436084886,78,36.00343865412733,207.74597548020552,120,20.77459754802055,341.45807992958316,134,27.316646394366654,12.202752728928317,9,2.4405505457856638,0,False
PA,60,408,Yes,No,38,295.18296330022525,107,44.277444495033784,176.12313318723773,50,17.612313318723775,151.44859424735543,98,12.115887539788435,12.288284092844197,7,2.4576568185688394,8,True
MI,162,408,No,No,27,277.12242437319935,66,41.5683636559799,149.52387918007238,107,14.95238791800724,285.3915271167074,58,22.83132216933659,13.487776811160078,2,2.697555362232016,9,True
IL,88,510,No,Yes,2,143.02230732381486,65,21.45334609857223,116.4230291224148,139,11.642302912241481,236.66931622432793,66,18.933545297946235,18.751340046781202,6,3.7502680093562404,6,True
PA,103,408,No,Yes,19,343.10499976002586,136,51.46574996400388,321.77982930592464,136,32.177982930592464,321.1196818991898,118,25.689574551935184,17.012271497896254,4,3.402454299579251,3,False
IL,147,408,Yes,Yes,5,212.2034114366515,144,31.83051171549772,204.9621744215794,139,20.496217442157942,238.49831387578274,107,19.07986511006262,11.766951046967622,3,2.3533902093935244,2,False
IL,104,408,Yes,Yes,26,139.75625093506534,52,20.9634376402598,224.22387962501222,55,22.422387962501222,233.63980478907717,106,18.691184383126174,15.78048898959194,2,3.156097797918388,9,False
FL,160,408,No,No,1,145.04893853203697,70,21.757340779805546,329.235512050229,119,32.923551205022896,148.86450009209997,111,11.909160007367998,13.793532481711425,6,2.758706496342285,5,True
TX,199,510,No,No,28,124.55874804727013,113,18.68381220709052,294.07261937898693,93,29.407261937898696,141.55734051291466,144,11.324587241033173,12.385505730518734,8,2.477101146103747,0,True
TX,118,415,No,No,37,300.87952710873355,139,45.13192906631003,132.62531602929604,121,13.262531602929606,329.12228777887856,101,26.329783022310284,7.884736591765257,6,1.5769473183530516,2,True
FL,105,415,No,Yes,2,130.50762358046217,85,19.576143537069324,241.3549919019356,73,24.13549919019356,181.95954971250853,110,14.556763977000683,11.959043951823364,9,2.391808790364673,1,False
NC,82,408,No,No,15,131.28131428543674,135,19.69219714281551,210.56306912988978,135,21.05630691298898,193.020563740724,89,15.441645099257919,8.68727880533862,5,1.7374557610677241,8,False
NY,85,415,No,Yes,29,312.6179036902094,111,46.89268555353141,299.30276814469073,68,29.930276814469075,289.9559146070971,87,23.196473168567767,18.72263224777482,2,3.744526449554964,2,True
NC,197,415,Yes,Yes,39,186.15102111188992,91,27.922653166783487,281.0581369029873,67,28.10581369029873,184.70587060570182,92,14.776469648456146,10.031102202445204,8,2.006220440489041,1,True
CA,130,408,No,Yes,1,107.7144760770181,125,16.157171411552714,272.60143047776796,144,27.260143047776797,338.0156116597507,112,27.041248932780054,19.283960218000583,9,3.856792043600117,3,False
CA,158,408,Yes,Yes,16,112.97382487960272,91,16.946073731940405,185.1362088699742,79,18.513620886997423,284.48194224970007,68,22.758555379976006,12.995829351420667,4,2.599165870284134,1,True
